event,channel,n_epochs,peak_amplitude_uv,peak_latency_ms,mean_amplitude_0_800ms_uv
S_15,FC1,3,-7.127397910184507,670.0,0.05684130536178068
S_15,C3,3,-5.362609473042982,672.0,0.44816936255336337
S_15,T7,3,9.784502233107155,775.0,1.0959646402533
S_15,TP9,3,9.665478261208374,736.0,0.4960874351728283
S_15,CP5,3,9.515999924632814,143.0,1.8147828465939353
S_15,CP1,3,7.341519501142441,168.0,0.9809422006647379
S_15,Pz,3,7.952216313961158,317.0,-0.06339244296238346
S_15,P3,3,9.794742602824234,338.0,2.4674823585481955
S_15,P7,3,10.716790272854762,124.0,1.4600350278876741
S_15,O1,3,14.277083085418134,264.0,2.13398908169591
S_15,Oz,3,13.64814747246993,264.0,1.5684990672280579
S_15,O2,3,-12.183177714471842,573.0,-0.2612861985076731
S_15,P4,3,7.760274119102892,309.0,1.2042532974465125
S_15,P8,3,-9.383238973143998,565.0,0.1864145558589807
S_15,TP10,3,-13.39164100381079,166.0,-1.4413763304835339
S_15,CP6,3,5.431583826273093,700.0,-0.09121240745715438
S_15,CP2,3,-5.738601441854557,99.0,-0.7649232686183401
S_15,Cz,3,-6.497690460161473,102.0,-0.5749451131416896
S_15,C4,3,-7.570522385821633,104.0,-1.8674576816487143
S_15,T8,3,-12.520277758893194,563.0,-1.555727651079158
S_15,FT10,3,-13.161287222404663,146.0,-4.45471770552743
S_15,FC6,3,-10.116001456080069,146.0,-2.63977054129743
S_15,FC2,3,-7.303364412032864,105.0,-1.3022737184984088
S_15,F4,3,-12.203586681880456,153.0,-2.5629369110606897
S_15,F8,3,-14.137722387777146,171.0,-4.166955342518665
S_15,Fp2,3,28.284244302748867,567.0,-0.6115422447257175
